,web-scraper-order,web-scraper-start-url,pagination,pagination-href,price,kunstenaar,beschrijving,image-src,url,detail_page,detail_page-href,height_painting_cm,width_painting_cm,condition,technique,signed,framed,height_frame_cm,width_frame_cm,period,style,subject,name,file_path
270,1607955316-2734,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",27,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=312&q=filter&limit=12&status=sold&sort=enddate,d",375.0,Nita Homberg-Hannema (1889-1981),"LET OP: Dit item wordt geveild door Kunstveiling in opdracht van de inbrenger. Voor items aangeboden door de Veilingmeester of Veilingmeester_Collecties zelf, gelden de volgende speciale voorwaarden.Passe-partout/lijsten: Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas kapot is, zal dit wel vermeld worden. Passe-partouts worden op geen enkele manier gegarandeerd en ook niet altijd meegezonden. Alleen als een werk niet uit het passe-partout te halen is, zal dit vermeld worden.Afhandeling: Wanneer u de hoogste bieder bent, ontvangt u na afloop van de veiling per e-mail van ons een factuur voor de aangekochte werken. Hierin vindt u de details m.b.t. de betaling. Werken kunnen op dinsdag t/m vrijdag tussen 11.00 - 17.15 uur worden afgehaald op het kantoor van Kunstveiling in Amsterdam-Zuidoost. Als u uw aankoop afhaalt, betaalt u geen extra kosten.Bezichtigen: Het is ook mogelijk om dit werk vooraf te bezichtigen. Ondanks de aankoopgarantie van Kunstveiling waar uw werk onder valt, kunt u het werk bekijken voordat u een bod uitbrengt. Bezichtigen kan op de vestiging van Kunstveiling in Amsterdam-Zuidoost op dinsdag t/m vrijdag tussen 11.00 - 17.15 uur.Vragen: Wij streven ernaar zo veel mogelijk informatie te geven in de veilingomschrijving. Heeft u echter nog vragen, gebruik dan de button ‘Vraag de verkoper’ om contact met ons op te nemen. Andere items die wij aanbieden, kunt u bekijken door op de naam van de verkoper te klikken.Volgrecht: Voor werken met een totale prijs (inclusief veilingkosten maar exclusief BTW) boven de 3000,- euro, is het wettelijk Volgrecht van minimaal 4% van toepassing. Het volgrecht dient betaald te worden door de koper. Kunstveiling zal zorg dragen voor de financiële afwikkeling van de Volgrecht-vergoeding volgens de vastgelegde bepalingen.",https://images.kunstveiling.nl/tmp-a0af7452dbf48343156e78fbd5d39173-nita-homberg-hannema_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/olieverf-op-doek-bloemstilleven-ingelijst/313770"",",Bekijk item,https://www.kunstveiling.nl/items/nita-homberg-hannema-olieverf-op-doek-bloemstilleven-ingelijst/313770,38.0,47.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,57.0,66.0,1900 t/m 1944,Realistisch,Stilleven,"Nita Homberg-Hannema - Olieverf op doek, Bloemstilleven - Ingelijst",..\data\0270.png
271,1607953242-1831,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",221,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=2640&q=filter&limit=12&status=sold&sort=enddate,d",1700.0,Charlotte Molenkamp (1955),"Groot expressief en pasteus werk door Charlotte Molenkamp van een mannenportret met de welbekende vogel. Zie de foto's voor close-ups van de schildertechniek. 


LET OP: Dit item wordt geveild door Kunstveiling in opdracht van de inbrenger. Voor items aangeboden door de Veilingmeester of Veilingmeester_Collecties zelf, gelden de volgende speciale voorwaarden.


Toeslag: Op deze werken zit een toeslag voor de koper van 10,- euro per gewonnen item. Deze toeslag geldt alleen voor werken aangeboden door de Veilingmeester. Zie hiervoor ook onze veilingregels.

Volgrecht: Voor dit item wordt de wettelijk verplichte 4% Volgrecht-vergoeding berekend over de gehele verkoopprijs bij een opbrengst van 3.000,- euro exclusief BTW of meer, en inclusief toeslag. Het volgrecht dient betaald te worden door de koper. Kunstveiling zal zorg dragen voor de financiële afwikkeling van de Volgrecht-vergoeding volgens de vastgelegde bepalingen.
Passe-partout/lijsten: Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas kapot is, zal dit wel vermeld worden. Passe-partouts worden op geen enkele manier gegarandeerd en ook niet altijd meegezonden. Alleen als een werk niet uit het passe-partout te halen is, zal dit vermeld worden.
Afhandeling: Wanneer u de hoogste bieder bent, ontvangt u na afloop van de veiling per e-mail van ons een factuur voor de aangekochte werken. Hierin vindt u de details m.b.t. de betaling. Werken kunnen op werkdagen tussen 09.15 - 17.15 uur worden afgehaald op het kantoor van Kunstveiling in Amsterdam-Zuidoost. Als u uw aankoop afhaalt, betaalt u geen extra kosten.
Bezichtigen: Het is ook mogelijk om dit werk vooraf te bezichtigen. Ondanks de aankoopgarantie van Kunstveiling waar uw werk onder valt, kunt u het werk bekijken voordat u een bod uitbrengt. Bezichtigen kan op de vestiging van Kunstveiling in Amsterdam-Zuidoost op werkdagen tussen 09.15 - 17.15 uur.
Vragen: Wij streven ernaar zo veel mogelijk informatie te geven in de veilingomschrijving. Heeft u echter nog vragen, gebruik dan de button ‘Vraag de verkoper’ om contact met ons op te nemen. Andere items die wij aanbieden, kunt u bekijken door op de naam van de verkoper te klikken.


Administratieve code:


QQPRI",https://images.kunstveiling.nl/tmp-416d32400e36c31c3a7c145eae92a854-charlotte-molenkamp_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/olieverf-op-doek-portret-met-vogel-ingelijst-groot/269635"",",Bekijk item,https://www.kunstveiling.nl/items/charlotte-molenkamp-olieverf-op-doek-portret-met-vogel-ingelijst-groot/269635,100.0,120.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,104.0,124.0,1945 t/m 1999,Expressionistisch,Portret,"Charlotte Molenkamp - Olieverf op doek, Portret met vogel - Ingelijst (Groot)",..\data\0271.png
272,1607955955-3011,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",64,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=756&q=filter&limit=12&status=sold&sort=enddate,d",150.0,Bert Grotjohann (1939),"LET OP:
Dit item wordt geveild door Kunstveiling in opdracht van de inbrenger. Voor
items aangeboden door de Veilingmeester of Veilingmeester_Collecties zelf,
gelden de volgende speciale voorwaarden.

BTW: Alle
genoemde bedragen en het bedrag dat u biedt zijn inclusief BTW. Voor zakelijke
kopers is de BTW eventueel aftrekbaar over de gehele factuur (eindprijs,
commissie en verzend-/bezorgkosten).

Passe-partout/lijsten: Beschadigingen
aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en
het glas kapot is, zal dit wel vermeld worden. Passe-partouts worden op geen
enkele manier gegarandeerd en ook niet altijd meegezonden. Alleen als een werk
niet uit het passe-partout te halen is, zal dit vermeld worden.

Afhandeling: Wanneer
u de hoogste bieder bent, ontvangt u na afloop van de veiling per e-mail van
ons een factuur voor de aangekochte werken. Hierin vindt u de details m.b.t. de
betaling. Werken kunnen op dinsdag t/m vrijdag tussen 11.00 - 17.15 uur worden
afgehaald op het kantoor van Kunstveiling in Amsterdam-Zuidoost. Als u uw
aankoop afhaalt, betaalt u geen extra kosten.

Bezichtigen: Het
is ook mogelijk om dit werk vooraf te bezichtigen. Ondanks de aankoopgarantie
van Kunstveiling waar uw werk onder valt, kunt u het werk bekijken voordat u
een bod uitbrengt. Bezichtigen kan op de vestiging van Kunstveiling in
Amsterdam-Zuidoost op dinsdag t/m vrijdag tussen 11.00 - 17.15 uur.

Vragen: Wij
streven ernaar zo veel mogelijk informatie te geven in de veilingomschrijving.
Heeft u echter nog vragen, gebruik dan de button ‘Vraag de verkoper’ om contact
met ons op te nemen. Andere items die wij aanbieden, kunt u bekijken door op de
naam van de verkoper te klikken.

Volgrecht: Voor
werken met een totale prijs (inclusief veilingkosten maar exclusief BTW) boven
de 3000,- euro, is het wettelijk Volgrecht van minimaal 4% van toepassing. Het
volgrecht dient betaald te worden door de koper. Kunstveiling zal zorg dragen
voor de financiële afwikkeling van de Volgrecht-vergoeding volgens de
vastgelegde bepalingen.",https://images.kunstveiling.nl/tmp-e006c90e1ef62781d8f802ab1570dd85-bert-grotjohann_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/gemengde-techniek-op-doek-zonder-titel-groot/309422"",",Bekijk item,https://www.kunstveiling.nl/items/bert-grotjohann-gemengde-techniek-op-doek-zonder-titel-groot/309422,105.0,90.0,Zeer Goed,Gemengde Techniek,Handgesigneerd,Ingelijst,109.0,94.0,1945 t/m 1999,Abstract,Abstract,"Bert Grotjohann - Gemengde techniek op doek, Zonder titel (Groot)",..\data\0272.png
273,1607954619-2430,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",46,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=540&q=filter&limit=12&status=sold&sort=enddate,d",650.0,Jan Korthals (1916-1972),"C3612A, Jan Korthals, Straatje met figuren, olie op doek, rechtsonder gesigneerd.
Doekmaat 51 x 31 cm, lijstmaat 66 x 46 cm.

Dit werk is op te halen op onze locatie in Nieuwersluis. 
Voor verzendingen zijn we afhankelijk van koeriers.
Voor meer informatie over de conditie van dit werk kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-c6fc15acceb6b50cf90ac83f246d85b8-jan-korthals_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/c3612a-straatje-met-figuren/263960"",",Bekijk item,https://www.kunstveiling.nl/items/jan-korthals-c3612a-straatje-met-figuren/263960,51.0,31.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,66.0,46.0,1945 t/m 1999,Impressionistisch,Stadsgezicht,"Jan Korthals - C3612A, Straatje met figuren",..\data\0273.png
274,1607956431-3218,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",83,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=984&q=filter&limit=12&status=sold&sort=enddate,d",960.0,Lucie van Dam van Isselt (1871-1949),"C4346, L. van Dam van Isselt, bloemstilleven, olie op paneel, linksonder gesigneerd, paneelmaat 22 x 27 cm, lijstmaat 34.5 x 39 cm.


Dit werk is op te halen op onze locatie in Nieuwersluis. 
Voor verzendingen zijn we afhankelijk van koeriers.
Voor meer informatie over de conditie van dit werk kunt u contact met ons opnemen.",https://images.kunstveiling.nl/tmp-befb1ef6ab1d7a36cd36d1cc42516729-lucie-van-dam-van-isselt_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/c4346-bloemstilleven/307011"",",Bekijk item,https://www.kunstveiling.nl/items/lucie-van-dam-van-isselt-c4346-bloemstilleven/307011,22.0,27.0,Redelijk,Olieverf,Handgesigneerd,Ingelijst,34.0,39.0,1900 t/m 1944,Impressionistisch,Stilleven,"Lucie van Dam van Isselt - C4346, Bloemstilleven",..\data\0274.png
275,1607955329-2740,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",27,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=312&q=filter&limit=12&status=sold&sort=enddate,d",120.0,Bert Grotjohann (1939),"Bert Grotjohann heeft een achtergrond als graficus. Dit zien wij in zijn schilderijen terugkomen door zijn zoektocht naar een wisselwerking tussen oppervlak en lijn (in al zijn facetten). Dit komt tot uiting door de grote vlakken, die worden onderbroken, en afgewisseld door dunnen lijnen in de voorstelling. Grotjohann's grafische vormgeving is altijd een bepalend en krachtig element gebleven in diens werkwijze, wat bijdraagt aan het eigen karakter van zijn schilderkunst.
LET OP: Dit item wordt geveild door Kunstveiling in opdracht van de inbrenger. Voor items aangeboden door de Veilingmeester of Veilingmeester_Collecties zelf, gelden de volgende speciale voorwaarden.Passe-partout/lijsten: Beschadigingen aan lijsten worden niet beschreven. Indien een werk achter glas is ingelijst en het glas kapot is, zal dit wel vermeld worden. Passe-partouts worden op geen enkele manier gegarandeerd en ook niet altijd meegezonden. Alleen als een werk niet uit het passe-partout te halen is, zal dit vermeld worden.Afhandeling: Wanneer u de hoogste bieder bent, ontvangt u na afloop van de veiling per e-mail van ons een factuur voor de aangekochte werken. Hierin vindt u de details m.b.t. de betaling. Werken kunnen op dinsdag t/m vrijdag tussen 11.00 - 17.15 uur worden afgehaald op het kantoor van Kunstveiling in Amsterdam-Zuidoost. Als u uw aankoop afhaalt, betaalt u geen extra kosten.Bezichtigen: Het is ook mogelijk om dit werk vooraf te bezichtigen. Ondanks de aankoopgarantie van Kunstveiling waar uw werk onder valt, kunt u het werk bekijken voordat u een bod uitbrengt. Bezichtigen kan op de vestiging van Kunstveiling in Amsterdam-Zuidoost op dinsdag t/m vrijdag tussen 11.00 - 17.15 uur.Vragen: Wij streven ernaar zo veel mogelijk informatie te geven in de veilingomschrijving. Heeft u echter nog vragen, gebruik dan de button ‘Vraag de verkoper’ om contact met ons op te nemen. Andere items die wij aanbieden, kunt u bekijken door op de naam van de verkoper te klikken.Volgrecht: Voor werken met een totale prijs (inclusief veilingkosten maar exclusief BTW) boven de 3000,- euro, is het wettelijk Volgrecht van minimaal 4% van toepassing. Het volgrecht dient betaald te worden door de koper. Kunstveiling zal zorg dragen voor de financiële afwikkeling van de Volgrecht-vergoeding volgens de vastgelegde bepalingen.",https://images.kunstveiling.nl/tmp-a1cd5de07b59393663b65b7df23057a1-bert-grotjohann_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/gemengde-techniek-op-doek-archeologisch-landschap-10-ingelijst-zeer-groot/315962"",",Bekijk item,https://www.kunstveiling.nl/items/bert-grotjohann-gemengde-techniek-op-doek-archeologisch-landschap-10-ingelijst-zeer-groot/315962,160.0,70.0,Zeer Goed,Gemengde Techniek,Ongesigneerd,Ingelijst,163.0,73.0,1945 t/m 1999,Abstract,Abstract,"Bert Grotjohann - Gemengde techniek op doek, Archeologisch landschap 10 - Ingelijst (Zeer groot)",..\data\0275.png
276,1607952376-1457,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",333,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3984&q=filter&limit=12&status=sold&sort=enddate,d",625.0,Evert Moll (1878-1955),"Een prachtig havengezicht/marine schilderij (olieverf op doek) van de Nederlandse kunstschilder Evert Moll (1878-1955). Met
    authentieke lijst. Gesigneerd rechts onder .  Het werk is te bezichtigen bij Kunsthandel Martins Anno 2018 (Nederland). Verzenden of afhalen is mogelijk.







    Info:


Evert Moll werd 15 december 1878 in Voorburg geboren en
    overleed op 10 mei 1955 in Den Haag. Hij woonde en werkte tussen 1895 tot 1930 in Voorburg, Londen, Parijs, Den Haag, en Rotterdam. Hij vestigde zich vervolgens in Den Haag. Daar kreeg hij
    raadgevingen van Willen Maris en vormde zich verder zelf. Hij werkte veel in opdracht van kunsthandelaren in de Verenigde Staten en in Canada. Schilderde landschappen, maar vooral rivier, zee- en
    havengezichten en in zijn laatste jaren ook stillevens. Werk van Evert Moll bevindt zich o.a. in de Rijkscollectie, het Zuiderzeemuseum en het museum Boymans-van Beuningen.
Herkomst:Collectie Kunsthandel Martins Anno 2018 (Nederland).",https://images.kunstveiling.nl/tmp-e8649b887fbf870b2dc932baee5f5d07-evert-moll_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/olieverf-op-doek-havengezicht/241555"",",Bekijk item,https://www.kunstveiling.nl/items/evert-moll-olieverf-op-doek-havengezicht/241555,40.0,80.0,Goed,Olieverf,Handgesigneerd,Ingelijst,60.0,100.0,1900 t/m 1944,Impressionistisch,Havengezicht,Evert Moll - olieverf op doek - Havengezicht,..\data\0276.png
277,1607954274-2281,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",89,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=1056&q=filter&limit=12&status=sold&sort=enddate,d",550.0,Moricz Goth (1873-1944),Mooi impressionistisch werk. In zeer goede conditie. Herkomst: particuliere verzameling.,https://images.kunstveiling.nl/tmp-e868d761736ef19f08dd5c61b66f9624-moricz-goth_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/harbour-of-douarnez-france/307215"",",Bekijk item,https://www.kunstveiling.nl/items/moricz-goth-harbour-of-douarnez-france/307215,35.0,44.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,40.0,50.0,1900 t/m 1944,Impressionistisch,Havengezicht,"Moricz Goth - Harbour of Douarnez, France.",..\data\0277.png
278,1607960047-4785,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",276,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=3300&q=filter&limit=12&status=sold&sort=enddate,d",150.0,Gerard Schaperkotter (1914-2006),"Verkeerd in goede originele staat. Herkomst: Galerie Jacques Sieverding . 
Gerard Schäperkötter was van huis uit grafisch ontwerper en koos in 1914 voor de vrije schilderkunst. Zijn benadering van het medium was spontaan en vrij en leidde, na een figuratieve aanlooptijd, in de jaren '60 en '70 tot krachtige composities. Zie site van Gallery Bigorna voor een vergelijkbaar werk uit 1981 .Vanwege de grote van het werk verdient ophalen de voorkeur.",https://images.kunstveiling.nl/tmp-e43aad0bfaa8873f1479c5340a72cbd2-gerard-schaperkotter_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/carthage/254552"",",Bekijk item,https://www.kunstveiling.nl/items/gerard-schaperkotter-carthage/254552,100.0,100.0,Zeer Goed,Olieverf,Handgesigneerd,Ingelijst,110.0,110.0,1945 t/m 1999,Abstract,Abstract,Gerard Schaperkotter - Carthage,..\data\0278.png
279,1607957316-3600,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",135,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=1608&q=filter&limit=12&status=sold&sort=enddate,d",300.0,Piet van Wijngaerdt (1873-1964),Dik opgezette olieverf op linnen r.o. gesigneerd ''Piet van Wijngaerdt'' in verso gesigneerd met naam en'' papavers ''( vervaagd ) het werk heeft wat flauwe kantlijnen in het linnen maar zeker niet storend de conditie is verder uitstekend. De houten lijst is eenvoudig.,https://images.kunstveiling.nl/tmp-b2b1686ee1a63c7294f4039f8cda35e3-piet-van-wijngaerdt_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/grote-papavers-in-vaas/290963"",",Bekijk item,https://www.kunstveiling.nl/items/piet-van-wijngaerdt-grote-papavers-in-vaas/290963,81.0,67.0,Goed,Olieverf,Handgesigneerd,Ingelijst,90.0,74.0,1945 t/m 1999,Impressionistisch,Bloemen en Planten,Piet van Wijngaerdt - grote papavers in vaas,..\data\0279.png
280,1607955919-2995,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000",65,"https://www.kunstveiling.nl/veilingopbrengsten/lijst?type=painting&price=101,50000&offset=768&q=filter&limit=12&status=sold&sort=enddate,d",700.0,Oene Romkes de Jongh (1812-1896),"Erg mooi werk door Oene Romkes de Jongh, Besneeuwd stadsgezicht.

Afmeting paneel[werk]  25,3 x 18,3 cm


Oene
Romkes de Jongh werd op 6 april 1812 in Makkum geboren. Hij overleed op 1 juli
1896 te Amsterdam. Hij woonde en werkte in Amsterdam tot 1884 en in
Nieuwer-Amstel tot 1896. Oene Romkes de Jongh schilderde vooral stadsgezichten,
waaronder die van Amsterdam en de Zuiderzeehavens. Bekend vanwege
zijn winterse stadsgezichten. Daarnaast schilderde hij een enkel
landschap, veelal met een boerderij aan een vaart.",https://images.kunstveiling.nl/tmp-6a4f3bfd5908ee631545b24251830e40-oene-romkes-de-jongh_d2600.jpeg,"""url"": ""https://www.kunstveiling.nl/items/besneeuwd-stadsgezicht/312377"",",Bekijk item,https://www.kunstveiling.nl/items/oene-romkes-de-jongh-besneeuwd-stadsgezicht/312377,24.0,17.0,Goed,Olieverf,Handgesigneerd,Ingelijst,37.0,30.0,1800 t/m 1899 (19e Eeuw),Klassiek,Stadsgezicht,Oene Romkes de Jongh - Besneeuwd Stadsgezicht,..\data\0280.png
